PALAVRA;SENTIMENTO
praticar esporte ;  0.041
praticidade ;  0.99
prato ;0
prato de enxágüe ;0
prato de loja ;  0.035
prato de queijo cottage ;  0.044
prato de queijos ;  0.044
prato de servir ;  0.052
prato de temporada ;  0.061
prato limpo ;  0.785
prato principal ;  0.084
prato quente sujo ;0
prato sujo ;0
prazer ;  0.818
prazer de escuta ;  0.233
prazer pessoal ;0
prazeroso ;  0.854
prazo ;  0.825
praça-de-coleira ;0
praça da estrada ;0
preamar ;  0.632
precariedade ;0
prece ;  0.023
preceder ;0
preciosidade ;  0.902
precioso ;0
precioso chão ;  0.481
precipitada ;0
precipitance ;  -0.566
precipitancy ;  -0.566
precipitateness ;  -0.566
precipitação ;  -0.566
precipitousness ;  -0.566
precisa de dentista ;  -0.605
precisa de descanso ;  -0.733
precisa de exercício ;0
precisa de médico ;  -0.365
precisa de saber ;0
precisa descansar ;  -0.888
precisa fazer a barba ;  0.036
precisa limpar ;  -0.063
precisa queimar oxigênio ;0
precisa relaxar ;0
precisa se comunicar ;  0.736
precisam de comida ;0
precisam de companhia ;  -0.801
precisam de cuidados ;  0.144
precisamos de água ;0
preciso ;0
preciso comer ;  -0.932
preciso comer a refeição ;  0.807
preciso comprar ;  -0.079
preciso consertar ;0
preciso de ajuda ;  -0.807
preciso de amor ;  0.067
preciso de ar fresco ;  -0.045
preciso de centro de beleza ;  0.036
preciso de cura ;  -0.943
preciso de dinheiro ;  0.77
preciso de emprego ;  0.097
preciso de emprego novo ;  -0.955
preciso de férias ;  -0.103
preciso de informações ;0
preciso de lanches ;  -0.792
preciso de medicamento ;  -0.957
preciso de mercearia ;  -0.792
preciso de roupas novas ;0
preciso de vidro ;  -0.818
preciso ganhar dinheiro ;  -0.05
preciso ir a algum lugar ;0
preciso ir a casa de banho ;  -0.037
preciso proteger ;  0.996
precisão ;  0.857
preconceito ;0
preconceive ;  0.624
predadores ;0
predementedness ;  -0.947
predestinarian ;  -0.55
predestinationist ;  -0.55
predizer ;  0.927
predominando ;  -0.863
predominante ;0
predominar ;  -0.885
preen ;  0.789
preencha o formulário ;0
preencha o vidro ;  -0.707
preencher ;  0.964
preencher requerimento ;0
preencher área ;  0.089
preensão ;0
preensão da mão ;0
prefeitura ;  0.025
preferir ;  0.195
preferência ;  0.558
preferência pessoal ;  0.054
prega ;  0.688
pregar uma partida ;  -0.668
pregas vocais ;0
prego ;0
prego de pintura ;  0.74
pregue para baixo ;  0.519
preguiça ;  -0.043
preguiçoso ;0
preist ;  0.048
prejudicial ;  -0.104
prejure-se ;  -0.71
prejuízo ;  -0.966
preliminares ;  -0.067
prematura ;0
prematuramente ;0
prematuro ;0
premeditação ;0
premonição ;  0.101
prendedor de dinheiro ;0
prendedor de papel ;0
prender ;0
prender a polícia ;  -0.258
prender em uma gaiola ;0
prender o papel junto ;  0.026
prenha ;  0.898
preocupado ;  -0.887
preocupante ;  0.728
preocupantemente ;  0.789
preocupação ;  0.633
preocupação de saúde ;  -0.15
preocupação de voz ;  0.99
preparado ;  0.888
preparar ;  0.801
preparar a bagagem ;  -0.061
preparar a cadeia vai ;  -0.138
preparar a ceia ;  -0.08
preparar a lição ;  0.686
preparar a luta ;  -0.086
preparar a mesa ;  0.937
preparar a refeição ;  0.769
preparar a sopa ;  0.937
preparar o café da manhã ;  -0.022
preparar o evento ;  -0.053
preparar o exame ;0
preparar o exército ;  -0.901
preparar o ingrediente ;0
preparar o jantar ;  0.754
preparar o lanche ;  -0.05
preparar o teste ;  -0.14
preparar os alimentos ;  0.032
preparação de relatório ;  -0.072
preparação para ;  -0.568
prepare-se ;  -0.031
prepare-se lutar ;  -0.071
preponderate ;  0.904
presa ;0
presas de canto ;  -0.12
presas de círculo ;0
presas de ponto ;  -0.103
prescrição ;  0.039
prescrição de medicamentos ;0
presente ;  0.952
presente de aniversário ;0
presente de compra ;  0.069
presente de natal ;  0.088
presente de troca ;  0.123
presente lei ;  -0.705
presentear ;  0.809
presentemente ;0
presença ;0
preservar ;0
preservar os alimentos ;  0.04
preservativo ;  0.799
presidencial ;0
presidente ;  -0.029
presidente da câmara ;  0.079
presidente de estados unidos ;  0.025
presidente morto ;0
presidiário ;0
preso ;0
pressa ;0
pressentimento ;  0.926
pressionar ;  -0.845
pressione a tecla ;  -0.042
pressione enter ;0
pressione o acelerador ;  -0.081
pressione o botão ;  -0.091
pressione o freio ;  -0.08
pressoras ;  0.887
pressuposto ;  0.057
presságio ;0
pressão ;  0.728
pressão arterial baixa ;  -0.852
pressão dos pares ;  -0.152
pressão psicológica ;  -0.089
pressão sangüínea ;  -0.852
pressão vai embora ;  0.855
prestar ;  -0.058
prestar serviço ;  -0.055
prestativo ;  0.986
prestação de alimentos ;  0.02
preste atenção ;  -0.038
preste muita atenção ;  0.961
prestidigitador ;  0.9
prestígio ;  0.254
presumido ;  0.596
presunçoso ;  -0.982
presunção ;  -0.982
pretender ;0
pretensão ;  -0.582
pretenções ;  -0.841
preterir ;  -0.25
pretexto ;  -0.7
preto ;  -0.773
preto azulado ;  -0.7
preto e branco ;0
preto verde ;  -0.047
pretzel ;  0.274
prevalecendo ;0
prevenir ;  -0.325
prevenir a doença ;  0.078
prevenir as queimaduras solares ;0
preventivo ;0
prevenção ;  0.06
prever o clima ;  -0.082
previdente ;  0.527
previdência ;  0.617
previsibilidade ;  0.798
previsão ;  0.039
previsão do tempo ;0
previsão meteorológica ;  -0.036
preço ;0
preço barato ;  -0.036
preço de mercadorias ;  0.713
preço de venda ;  -0.04
preço elevado ;  -0.914
preço mais baixo ;  0.808
preços ;0
preênsil ;  0.098
pricing ;  0.798
prim ;0
primado ;  0.94
primal ;  -0.721
primatas ;0
primavera ;  0.21
primavera de flor ;0
primeira classe ;  0.793
primeira mulher ;  0.798
primeira página ;  0.024
primeira água ;  0.757
primeiro-ministro ;  0.039
primeiro almoço ;  0.937
primeiro andar ;  0.039
primeiro homem ;  0.798
primeiro teste ;  0.735
primitivo ;  -0.861
primo ;0
primorosa ;  0.982
primário ;  0.826
principais ;  0.02
principesco ;  0.85
principiante ;  0.812
princípio ;  0.082
princípio de medida ;0
princípio moral ;  0.841
prioridade ;0
priorizar ;0
prisioneiro de guarda ;  0.981
prisioneiro livre ;  -0.156
prissy ;0
prisão ;  -0.759
prisão de ventre ;  -0.169
privacidade ;  0.623
privada ;0
privar ;  -0.986
pro ;  0.036
proativa ;0
probabilidade ;0
probabilty de perder ;  -0.983
probiótico ;  -0.998
problema ;  -0.2
problema clínico ;0
problema de caça ;  -0.961
problema de coração ;  -0.962
problema de estômago ;  0.986
problema de internet ;  -0.957
problema de matemática ;  0.027
problema de motor ;  -0.816
problema de sangue ;  -0.866
problema de saúde ;0
problema difícil ;  -0.197
problema duplo ;  -0.914
problema médico ;0
problema nos olhos ;  -0.528
problema resolvido ;  0.083
problemas de saúde ;0
problemas mentais ;  -0.955
problemático ;  0.79
problemão ;  -0.06
procedimento ;0
procedimento de cloze ;  0.747
procedimento legal ;  -0.751
procedimento médico ;0
proceedwards ;0
processador ;0
processamento ;  0.783
processamento de dados ;  0.783
processo ;  0.804
processo de compilação ;0
processo de matemática ;  -0.047
processo de palavra ;0
processo democrático ;0
processo inconsciente ;  -0.531
processo legal ;  -0.049
processo natural ;  -0.848
processo químico ;  -0.025
processo termodinâmico ;  -0.643
processos ;  -0.067
processos físicos ;  0.671
proclamação ;0
procrastinar ;0
procrastinação ;  -0.914
procura ;  -0.081
procuram ;  -0.88
procurar ;  -0.92
procurar a verdade ;0
procurar ajuda psiquiátrica ;  -0.073
procurar emprego ;  0.928
procurar esclarecimento ;  0.932
procurar informação ;  0.757
procurar informações ;0
procurar número de telefone ;0
procurar quarto ;  0.281
procurar realizar ;  0.907
procuração ;  0.742
procure a palavra dicionário ;0
procure a palavra no dicionário ;0
prod ;0
prodigiosa ;  0.775
prodigioso ;0
produto ;0
produto agrícola ;0
produto de abelha ;  0.072
produto de fogo ;0
produto de leite ;  0.037
produto de madeira ;0
produto de mercado ;  0.97
produto de nylon ;  0.04
produto de papel ;  -0.05
produto de preço ;  0.047
produto de velcro ;  0.04
produto de árvore ;0
produto do tabaco ;  0.047
produto genérico ;  0.044
produto limpo ;  0.078
produto lácteo ;  0.057
produto químico irritante ;  -0.829
produto vegetal ;0
produtor ;  0.927
produtos alimentares ;  0.055
produtos de limpeza ;  0.078
produtos de origem animal ;  0.996
produtos frescos ;  0.957
produzindo ;0
produzir ;  0.053
produzir a criança ;0
produzir alimentos ;0
produzir bens ;  -0.031
produzir calor ;  0.608
produzir leite ;0
produzir música ;  0.91
produzir o produto ;  -0.115
produzir ovos ;  0.03
produzir som ;0
produzir som musical ;  0.91
produzir valor ;  0.91
produção ;  0.086
produção de alimentos ;  0.21
produção de palco ;  0.044
produção em massa ;  0.086
proeminente ;  0.937
proexclamationation ;0
proeza ;  -0.687
proeza acrobática ;  -0.687
profanar ;  -0.933
profanação ;  0.764
profecia ;  0.958
professor ;  0.813
professor de suborno ;  -0.062
professor pergunta ;  -0.183
professor universitário ;  0.904
professora ;  0.813
profeta ;0
proficiente ;0
profissional ;  0.856
profissional médico ;0
profissão ;  0.08
profunda ;  0.715
profundidade ;  -0.065
profundo ;  -0.065
progenitor ;  0.871
progenitora ;  0.732
prognosticar ;  0.636
prognóstico ;  0.958
programa ;  0.055
programa de computador ;  0.829
programa de criação de língua ;  -0.849
programa de e-mail ;  -0.056
programa de estágio ;  0.044
programa de televisão de fita ;  -0.047
programa de televisão record ;  0.995
programa malévolo ;  -0.867
programador de escrita ;0
programadora ;  0.066
programas ;0
programas televisivos ;0
programação de bug ;  -0.046
programação de tempo ;0
progredir ;  0.981
progresso ;  0.856
progressão ;  -0.872
progressão na carreira ;  0.882
progymnosperm ;  -0.772
projectar-se ;0
projectista ;  0.051
projector ;  0.796
projeto ;  0.986
projeto com babados ;  0.053
projétil ;0
prolato ;  0.969
prole humana ;0
prolongar-se ;  0.028
prolongar a vida ;  0.133
prolífico ;  0.851
promessa ;0
promessa de fidelidade ;  0.039
promissor ;  0.997
promotora ;  0.024
promover ;  -0.914
promover negócios ;  0.84
promover o local ;  0.897
promoção ;  0.902
promulgação ;0
pronta ;0
pronto ;  0.02
pronunciar ;  0.982
pronúncia ;  0.524
propaganda ;  -0.023
propagação de germes ;0
propensas ;  -0.783
prophetizar ;  0.636
propor ;  0.027
propor a mulher ;  0.702
propor casamento ;0
proporcionadas ;  0.814
proporcionar ;  -0.041
proporção ;  0.731
proposição ;  -0.028
proposta de ;  0.021
propriedade ;  -0.687
propriedade de sabor ;  -0.799
propriedade rural ;0
proprietário ;  0.066
proprietário de terras ;  0.02
propulsor ;0
propulsão ;0
propício ;  0.997
prorrogar o ;  -0.575
proscrever ;0
proscrito ;  -0.575
prosperar ;  0.837
prosseguir ;0
prostatite ;  -0.998
prostituta ;0
prostração ;  -0.936
prostyle ;  -0.659
prostíbulo ;0
protagonismo ;  0.55
proteccionista ;  0.488
protecção ;0
proteger ;0
proteger a cabeça ;0
proteger a casa ;  0.11
proteger a criança ;  -0.074
proteger a família ;  0.852
proteger a madeira ;  0.035
proteger a mesmo ;  -0.076
proteger a superfície ;0
proteger de chuva ;  0.027
proteger do sol ;0
proteger do sol de olho ;  0.051
proteger o ambiente ;0
proteger o corpo ;  0.151
proteger o país ;  -0.064
proteger o pé ;  -0.063
proteger o rei ;0
protelar ;  -0.914
protestante ;0
protetor auricular ;  0.855
protetor solar ;0
protetora ;  0.488
proteção ;0
proteção contra desgaste ;0
proteção de comércio ;  -0.706
proteção do cavaleiro ;  0.044
proteção do cavaleiro leve ;  0.044
protrusão ;0
protuberância ;  -0.713
protótipo ;  0.397
prova ;  0.029
prova de aptidão ;  0.112
prova de compra ;  0.029
prova de resistência física ;0
provador ;  0.031
provar ;  -0.022
provar a mesmo ;  0.052
provar a teoria ;  -0.06
provar o conhecimento ;  -0.06
provar o ponto ;0
provar que aprender ;  -0.053
proveito ;  0.733
proveitoso ;  0.851
proveniência ;  0.102
provisória ;  -0.604
provocador ;  -0.651
provocante ;  -0.096
provocar ;  0.725
provocar a mudança ;0
provocar incêndio ;0
provocação ;0
provável ;  0.062
provérbio ;0
proximidade ;  0.675
prudencial ;  0.625
prudência ;  0.968
prurido ;0
prática comum ;  0.974
prática de yoga ;  0.738
prático ;0
pré-forma ;  0.938
pré-históricos ;  -0.874
pré-letrados ;  -0.52
précozinhados ;  0.801
prédio ;0
prédio antigo ;  -0.072
prémio ;  0.791
prêmio ;  0.232
prêmio de presente ;0
príncipe ;  0.051
pródigo ;0
prólogo ;  0.08
própria pessoa ;  0.02
própria terra ;0
próprio animal de estimação ;0
próprio computador ;  0.063
próspera ;  0.85
prótese ;  -0.03
prótese parcial ;  -0.657
próton ;0
próxima casa ;0
próxima porta ;0
próximo da conclusão ;  0.445
próximo destino ;  0.681
próximo episódio ;  -0.063
próximo nível ;  0.837
próximo nível de avanço ;  0.706
pseudociência ;  -0.777
pseudônimo ;  0.056
psicanalista ;  0.711
psicologia ;  -0.049
psicopata ;  -0.955
psicose ;0
psicose senil ;  -0.947
psicólogo ;  0.031
psicóticas ;  -0.227
psicótico ;  -0.606
psique ;0
psiquiatra ;  -0.109
psiquiatra de roupas ;  0.035
psychical ;  0.034
pteridosperm ;  -0.772
ptomaína ;  -0.534
ptomaína intoxicação ;  -0.534
puatdabucets ;  0.537
puberdade ;  0.83
puberulent ;  -0.754
publicar ;0
publicar livro ;0
publicidade ;0
pudica ;0
pudim ;  0.053
pudim de chocolate ;  0.081
pudor ;  0.055
pufe ;0
puff ;  0.957
pugilista ;  -0.081
pulando bristletail ;  -0.703
pulando o inseto thysanuran ;  -0.703
pular a cerca ;0
pular cerca ;  -0.928
pular cima baixo ;  -0.183
pular corda ;  0.925
pular da janela ;0
pular da ponte ;  -0.077
pularcorda ;  0.155
pule ;  -0.081
pule na água ;  -0.032
pulga de areia ;  0.96
pulga de cão ;  -0.997
pulga de praia ;  0.953
pulgas ;  -0.997
pullulation ;  -0.778
pulmão ;0
pulsar ;  -0.641
pulsatilla ;  -0.793
pulsação ;  -0.183
pulso de barra ;  -0.157
pulverizador ;  0.054
pulverizar ;0
pulverização ;  -0.982
pum ;  -0.033
pungente ;0
punhado ;  0.052
punhal ;  -0.707
punheta ;  -0.742
punho ;0
punir ;  -0.146
punir a criança ;0
punir o crime ;0
punir o criminoso ;0
punitivo ;  -0.753
punição ;  -0.898
punição importanta ;  -0.29
pupila ;  -0.082
pupilo ;  0.521
pura ;  0.053
purgar ;  -0.664
puritana ;  0.682
puritanic ;  0.682
puritano ;  0.889
puro ;0
puro arrumado ;0
purê de batata ;  0.084
push-up ;0
putativo ;  0.683
putout ;  -0.83
putrefacient ;  -0.657
putrefacção ;  -0.657
putrefazer ;  -0.227
putrefação ;  -0.09
puxa-puxa ;  0.037
puxar-se fora da estrada ;0
puxar corda ;  0.086
puxe ;0
puxe a tampa ;  -0.034
puxe alguma na ;  -0.668
puxe para baixo pereira ;  -0.054
puxe para fora ;  -0.066
puã ;0
puída ;0
pyrocellulose ;  -0.886
pyroxyline ;  -0.886
pá de neve ;  0.916
página ;  -0.025
página central ;  -0.923
página de livro ;  -0.128
página de papel ;0
página do livro ;0
página título ;  0.044
pálete ;  0.041
pára-brisas ;0
pára-choque ;0
pára-quedas ;  -0.76
pára-quedismo ;  -0.093
pároco ;  0.023
pássaro ;0
pássaro branco ;  0.284
pássaro de costa ;  0.786
pássaro de fazenda ;  0.041
pássaro de madeira ;  0.062
pássaro limicoline ;  0.786
pássaro livre ;0
pássaro selvagem ;0
pássaro só ;  0.036
pátio da escola ;  0.058
pátio de cerca ;  -0.802
pátio de planta ;  -0.025
pátio verde ;  0.098
pâncreas ;  0.079
pânico ;  -0.482
pântano chestnut oak ;  0.776
pão ;  0.901
pão bolorento ;  -0.174
pão de banana ;  0.644
pão de cachorro-quente ;0
pão de data ;  0.644
pão de manteiga ;  -0.14
pão de nozes ;  0.644
pão deliciosa refeição ;  0.028
pão doce ;  -0.594
pão mofado ;0
pão pão ;  0.026
pão redondo ;  0.054
pão rápido ;  0.644
pão simples ;0
pão verde ;0
pé ;0
pé-direito ;  -0.055
pé chato ;  -0.512
pé de bolha ;0
pé de madeira ;  0.117
pé fedido ;0
pé frio ;  -0.298
pé machucado ;  -0.968
pé quente ;0
pé torto ;  -0.854
pérfida ;  -0.669
pés cansados ;  -0.096
pés doloridos ;  -0.069
péssimo ;0
pétalas brilhantes ;0
pêlo ;0
pêlo brilhante ;0
pêlo de animal ;0
pêlo de cão ;0
pêlo de gato ;0
pêlo marrom ;  0.281
pêni ;  0.02
pêra ;0
píer ;  -0.023
pílula ;  0.82
pílula do êxtase ;  -0.834
pó ;0
pó branco ;0
pó de diamante ;  0.1
pó de giz ;  -0.955
pó de ouro ;  -0.624
pólen ;  0.081
pólo ;  -0.024
pólo de peixe ;  0.079
pólo norte ;0
pólvora ;0
pórtico ;0
pórticos ;  -0.659
pós-doc ;  0.846
pós-imagem ;  -0.768
pônei ;0
pôquer ;0
pôr ;  0.299
pôr-do-sol ;  -0.083
pôr do sol ;  -0.048
põe a mão ;0
público ;  0.736
púnico ;  -0.669
púrpura ;  -0.866
pústula ;  -0.784
qfip ;  -0.85
qi alto ;0
quadra de basquete ;  0.041
quadra de squash ;  0.024
quadrado ;0
quadrado de papel ;  0.044
quadril ;  0.023
quadril para ;  0.61
quadro ;  0.693
quadro de mensagens ;  0.022
qualidade ;  0.887
qualidade dos pais ;  0.585
qualidade materna ;  0.585
qualificados ;  0.715
qualificar ;0
qualificação ;  0.034
qualquer que seja ;0
quantia monetária ;  -0.03
quantidade ;  0.799
quantidade de dinheiro ;  -0.026
quantidade de nada ;  -0.122
quantidade de tempo ;  0.03
quantidade indefinida ;  -0.63
quantidade relativa ;  -0.56
quantidade valor ;  -0.032
quantificação ;  -0.905
quarentena ;  -0.914
quark ;  0.068
quarreler ;  0.644
quart ;  0.068
quarta-feira ;0
quarteirão ;  0.034
quarteto de cordas ;  0.74
quarto arrumado ;  0.72
quarto bagunçado ;0
quarto de criança ;  0.923
quarto de dormir ;  0.263
quarto de homens ;  0.035
quarto de hotel ;  -0.067
quarto de hotel do livro ;0
quarto de menina ;0
quarto de motel ;0
quarto de vestir ;  0.824
quarto legal ;  0.45
quarto pequeno ;0
quarto principal ;0
quarto quente ;  0.608
quarto vazio ;0
quarço ;  -0.027
quase ;  0.653
quase a terminar ;  -0.987
quase cair ;  -0.068
quase completa ;  0.445
quase lá ;  0.681
quase sempre ;  -0.046
quase sempre o gênero ;  -0.046
quase sempre poesia ;  -0.046
quatro cantos ;0
quatro estações ;  0.21
quatro lados ;0
quatro paredes ;0
quatro rodas ;0
quatro trimestres ;0
que a lei ;  0.853
que chatice ;  -0.948
que droga ;  -0.834
que não pode ser acessado ;  0.743
que não se pode contestar ;  -0.73
que pode ser distinguido ;  0.823
que se bifurcam ;0
que se pode negar ;  0.906
que se preocupa ;  -0.827
que se seguiu ;  -0.643
que tem valor ;  0.951
queama ;  0.494
quebra-cabeças ;0
quebra-mar ;  0.744
quebra-pescoço ;  -0.771
quebra de confiança ;  -0.816
quebra de contrato ;  -0.106
quebra de garantia ;  -0.816
quebra de seqüência de caracteres ;  0.062
quebra de silêncio ;  -0.039
quebra de vidro ;  -0.046
quebra fácil ;0
quebra osso ;  -0.911
quebra perna ;  -0.072
quebra recorde ;0
quebra vidro ;  -0.119
quebradiços ;0
quebrado ;  -0.842
quebram facilmente ;  -0.739
quebrar ;  -0.096
quebrar-se ;  -0.914
quebrar a regra ;  -0.921
quebrar alguma coisa ;  -0.983
quebre metade ;  -0.105
quebrou ;  -0.791
quebrou o pulso ;  -0.902
quebrá-lo ;  -0.976
queda de ;  -0.952
queda de avião ;  -0.074
queda de chuva ;0
queda de curta ;  -0.914
queda de deslizamento ;  -0.18
queda de gelo ;  -0.049
queda de graça ;  -0.815
queda de lama ;  -0.066
queda de neve ;0
queda de viagem ;  0.949
queda de água ;  0.825
queda de árvore ;  -0.943
queda no mar ;  -0.9
queda para ;  -0.775
queda precipitada ;  -0.918
queijo ;  0.044
queimada ;  -0.739
queimadas ;  -0.739
queimadura de fogo ;  0.996
queimadura de frio ;0
queimadura de sol ;  -0.907
queimadura solar ;0
queimaduras do sol ;  -0.734
queimar ;  0.85
queimar-se oneself ;0
queimar a ;  -0.929
queimar a casa ;  -0.888
queimar a comida ;  -0.981
queimar a floresta ;  -0.957
queimar a mão ;  -0.807
queimar a pele ;  -0.907
queimar a torrada ;  -0.368
queimar calorias ;  0.135
queimar gasolina ;0
queimar gordura ;  0.716
queimar gás ;0
queimar madeira ;0
queimar o calor ;  -0.788
queimar o combustível ;0
queimar o dedo ;  0.025
queimar o lixo ;  -0.068
queimar o material ;0
queimar papel ;0
queimação ;  -0.769
queime dentro ;  -0.903
queixa de ar ;  -0.848
queixa de arquivo ;0
queixada ;  0.651
queixando-se ;  -0.679
queixar-se ;  -0.859
quem está ausente ;  -0.514
quem vê olho ;  0.333
quenchless ;  -0.728
quente ;  0.996
quente para baixo ;  0.135
quepe ;  0.179
queque ;  0.048
quer dizer ;  0.951
quer dizer vida ;  0.219
queratose ;  -0.848
queratose blennorrhagica ;  -0.848
queratose pilar ;  -0.848
querelante ;  -0.679
querelar ;  0.915
querer ;  0.846
queria ;  0.59
querida ;  0.59
queridos morrerem ;  -0.962
quero aderir ;  0.948
quero aprender ;  -0.097
quero aprender novas ;  0.894
quero beber ;  0.164
quero casar com ;0
quero comer ;  -0.037
quero comprar ;  -0.134
quero dormir ;  0.054
quero entender ;  -0.094
quero entreter ;  0.993
quero ganhar ;  0.827
quero mal ;0
quero o exercício ;0
quero o grau ;  -0.06
quero passar de classe ;  0.701
quero saber ;  0.837
querosene ;0
querulousness ;  -0.598
questionando ;0
questionar ;  -0.026
questionar a autoridade ;  -0.14
questionar a testemunha ;0
questionar tudo ;  0.072
questionário ;0
questionável ;  0.906
questão ;  -0.337
questão de estado ;0
questão de instinto ;  0.648
questão de saúde ;0
questão primordial ;  0.648
quicken ;  -0.032
quickener ;  0.962
quicksilver ;0
quiddity ;0
quiescency ;  -0.969
quiet ;  0.506
quietude ;  0.299
quilate ;  -0.027
quilha ;0
quilômetro ;0
quimono ;0
quinta-essência ;  0.645
quintal ;  -0.062
quintal de casa ;  0.062
quinto ;0
quinzena ;0
quiosque ;  0.053
quiosque de gasolina ;0
quirografia ;0
quisto ;  -0.784
quitinete ;  0.159
quodlibet ;  0.648
quotability ;  0.76
quão longe ;  0.045
química ;  0.045
químico ;  0.711
rabanada ;  0.053
rabanete ;  0.065
rabeca ;  -0.564
rabidity ;  0.609
rabidness ;  0.609
rabugento ;  -0.964
racha ;  0.719
raciness ;  -0.698
racionalidade ;  0.972
racismo ;  -0.721
racista ;  -0.721
radiante ;  -0.952
radiatio optica ;  -0.735
radiação eletromagnética ;  -0.873
radiação óptica ;  -0.735
radiações ;0
radical ;  0.219
radioativo ;  -0.049
radiologia ;  0.701
raffish ;0
ragu ;  0.838
raia ;  -0.663
raid ;  -0.171
rain check ;  0.814
rainha ;0
rainha da inglaterra ;0
rainha de xadrez ;  0.027
rainmaker ;  0.674
raio ;  0.931
raio cósmico ;0
raio de sol ;  -0.793
raios gama ;  0.048
raios x ;0
raiva ;0
raiva da estrada ;  -0.103
raivosamente ;  -0.296
raiz ;  0.102
raiz-forte ;  -0.086
raiz na ;  0.655
rakishness ;  0.853
ralado ;  0.789
ralo ;  0.846
ralos ;0
ramble ;0
ramificada ;0
ramificar ;0
ramificar-se ;  -0.089
ramificação ;  -0.326
ramificações ;0
ramo ;  0.885
rampa ;  0.129
rancheiro ;0
randômico ;0
rangendo ;  -0.937
rank ;  0.034
rank da marinha ;  0.028
rank do exército ;0
ranking ;  0.829
rankle ;0
rap ;  0.155
rapa de tacho ;  0.066
rapacidade ;  0.768
rapariga ;  0.881
rapaz ;  -0.905
rapazola de má conduta ;  -0.818
rapidez ;  0.844
raposa ;  -0.662
raposa-do-ártico ;  0.284
raposa-vermelha ;  -0.662
raposa de pradaria ;  -0.662
raposa do jogo ;  -0.662
raposo ;0
rapper ;0
rapsódia ;  0.101
raquete ;  0.028
raquete de ping pong ;  0.713
raquetes de neve ;  0.733
raramente ;  0.03
raro ;  -0.872
rascante ;  -0.937
rascunhar ;0
rasgado ;  -0.066
rasgar ;  -0.285
rasgar o filme ;  0.071
rasgar papel ;  -0.125
rasgo fácil ;  -0.79
rasgão ;0
raso ;  -0.057
raspadinha ;0
raspar a barba ;  -0.043
raspar a cabeça ;0
raspar a perna ;  -0.062
rastafari ;  0.024
rastejante ;0
rastejar ;  -0.858
rastreabilidade ;  0.637
rastreador de tempo ;  -0.022
rastreamento ;  -0.042
ratafia ;  0.693
ratificação ;  0.031
rato ;  -0.55
rato armadilha ;  0.059
rato de colheita ;  -0.55
rato de laboratório ;0
rato do campo ;  -0.55
rato grande ;  0.047
rato nude ;  -0.55
ravia ;  -0.721
razoabilidade ;  0.972
razoavelmente ;  0.812
razoável ;  -0.087
razz ;  -0.995
razão ;0
ração ;0
ração animal ;  0.076
rações para animais ;  0.147
raízes e tubérculos comestíveis ;  0.071
reabilitação ;  0.641
reabilitação correcional ;  0.641
reabilitação física ;  0.641
reabilitação profissional ;  0.641
reabilitação terapêutica ;  0.641
reacção de conversão ;  -0.525
reage ;  0.766
reagir ;  -0.042
reagrupar ;  0.669
reajuste ;  0.667
real ;  0.032
real líder ;  0.052
realeza ;  0.06
realidade ;  -0.768
realidade de fuga ;  0.845
realizar ;  0.907
realizar a cirurgia ;0
realizar a missão ;  0.506
realizar a tarefa ;  0.532
realizar magia ;0
realizar o experimento ;  -0.072
realizar pesquisas ;  0.504
realização ;  0.122
realização de sentido ;  0.712
realização pessoal ;  0.961
realizáveis ;  0.036
realmente grande ;  0.062
realmente quero ;  0.038
realçe ;  0.026
realístico ;  0.892
reasonless ;  -0.982
reavaliação ;  0.798
reação ;0
reação do corpo ;  -0.154
reação emocional ;0
reação física ;  -0.864
reação negativa ;0
reação química ;  -0.848
rebaixando ;  -0.918
rebaixar ;  -0.728
rebanho de fino ;  -0.22
rebarbadora ;0
rebelde ;  0.742
rebelião ;0
rebobinar ;  -0.094
rebocador ;0
rebocar ;0
rebolar ;  -0.073
reboque automotivo ;0
rebuliço ;  -0.692
rebuscada ;  -0.941
recair ;  -0.975
recalcitrante ;  -0.698
recanto ;  0.788
receba notícias ;0
receber ;  -0.048
receber a mudança ;  -0.933
receber a punição ;  -0.314
receber a recompensa ;  0.559
receber ajuda ;  0.214
receber algo da pessoa ;  0.253
receber aplausos ;  0.954
receber carta ;0
receber cartão ;  0.93
receber comentários ;  -0.95
receber dinheiro ;  0.025
receber e-mail ;  -0.05
receber ganhar salário ;  0.832
receber graças ;  0.994
receber informações ;  0.75
receber o cheque ;  0.927
receber o diploma ;  0.856
receber o dom ;  0.701
receber o grau ;  -0.096
receber o pagamento ;  0.849
receber o serviço ;  0.033
receber o sinal ;  0.107
receber salário ;  0.867
recebeu ;  0.84
recebimento ;  0.141
recede ;  -0.548
receio ;  -0.692
receitas ;  0.793
receoso ;  0.887
recepcionista ;  0.141
recepcionista de hotel ;  0.141
receptor sensorial ;0
recepção ;  0.064
recepção de casamento ;  0.11
recessão ;  -0.952
recetor ;0
recibo ;0
reciclagem ;  0.951
reciclar papel ;0
reciclável ;0
recifes de coral ;0
recipiente de alimento ;  0.046
recipiente de armazenamento ;0
recipiente de armazenamento de ;  -0.041
recipiente de bebida ;0
recipiente de cerveja ;  0.03
recipiente de líquido ;0
recipiente de metal ;  0.038
recipiente de propósito ;  0.088
recipiente de vidro ;0
recipiente de água ;  0.718
recipiente grande ;0
recipiente plástico ;  0.843
recitar ;  0.584
